id,Name,Year,Kilometers_Driven,Location,Fuel_Type,Transmission,Engine,Power,Mileage,Seats,Owner_Type,New_Price,Price
766,Maruti Baleno Zeta 1.2,2018,19617,Delhi,Petrol,Manual,1197 CC,83.1 bhp,21.4 kmpl,5,First,,12.85
767,Hyundai Santro Xing GL Plus LPG,2017,55511,Hyderabad,LPG,Manual,1086 CC,62.1 bhp,13.45 km/kg,5,First,,6.05
768,Toyota Corolla H4,2005,61645,Bangalore,Petrol,Automatic,1794 CC,125 bhp,11.3 kmpl,5,Second,,4.95
769,BMW 5 Series 520d Sedan,2012,83452,Mumbai,Diesel,Automatic,,,18.48 kmpl,,Second,,22.17
770,Volkswagen Polo Diesel Comfortline 1.2L,2013,66618,Delhi,Diesel,Manual,1199 CC,73.9 bhp,22.07 kmpl,5,Second,,5.41
771,Renault Duster 110PS Diesel RxL,2018,127810,Pune,Diesel,Manual,1461 CC,108.45 bhp,19.01 kmpl,5,Second,,12.18
772,Maruti Swift Dzire VDi,2014,88403,Hyderabad,Diesel,Manual,1248 CC,73.9 bhp,19.3 kmpl,5,First,,12.19
773,Hyundai i10 Sportz 1.2,2013,79718,Pune,Petrol,Manual,1197 CC,78.9 bhp,20.36 kmpl,5,Second,,4.72
774,Hyundai Elantra 1.6 SX Option AT,2014,52481,Ahmedabad,Diesel,Automatic,1582 CC,126.2 bhp,18.23 kmpl,5,First,22.43 Lakh,18.97
775,Hyundai Santro Xing XL eRLX Euro III,2011,45903,Kolkata,Petrol,Manual,1086 CC,null bhp,17.0 kmpl,5,First,,1.86
776,Mercedes-Benz M-Class ML 320 CDI,2009,64084,Mumbai,Diesel,Automatic,2987 CC,224.34 bhp,8.7 kmpl,5,Second,,21.6
777,BMW 3 Series 320d Sedan,2012,54141,Kolkata,Diesel,Automatic,1995 CC,181 bhp,16.07 kmpl,5,First,,15.49
778,Maruti Wagon R LX,2007,111134,Jaipur,Petrol,Manual,998 CC,67.1 bhp,18.9 kmpl,5,First,,2.23
779,Mercedes-Benz New C-Class C250 Avantgarde,2014,64806,Chennai,Petrol,Automatic,1796 CC,186 bhp,11.74 kmpl,5,First,,30.72
780,Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,20522,Coimbatore,Petrol,Automatic,1591 CC,121.3 bhp,13.0 kmpl,5,First,,27.52
781,Toyota Innova Crysta 2.8 ZX AT,2020,70639,Kolkata,Diesel,Automatic,2755 CC,171.5 bhp,11.36 kmpl,7,First,24.82 Lakh,30.2
782,Toyota Fortuner 4x2 AT,2016,99015,Pune,Diesel,Automatic,2982 CC,168.5 bhp,12.55 kmpl,7,Second,,32.99
783,Mahindra XUV500 W8 2WD,2018,58882,Bangalore,Diesel,Manual,2179 CC,140 bhp,15.1 kmpl,7,First,,19.6
784,Mahindra XUV500 W6 2WD,2018,66017,Coimbatore,Diesel,Manual,2179 CC,140 bhp,16.0 kmpl,7,First,,22.62
785,Maruti Ertiga SHVS ZDI Plus,2020,123508,Hyderabad,Diesel,Manual,1248 CC,88.5 bhp,24.52 kmpl,7,First,,17.43
786,Toyota Corolla Altis VL,2010,89025,Delhi,Petrol,Automatic,1798 CC,138.1 bhp,14.53 kmpl,5,First,,8.28
787,Tata Indigo LS,2008,104783,Jaipur,Diesel,Manual,1405 CC,70 bhp,17.0 kmpl,5,First,,1.91
788,Hyundai Verna 1.6 SX CRDi (O),2014,44664,Kolkata,Diesel,Manual,1582 CC,126.32 bhp,22.32 kmpl,5,First,,9.05
789,BMW 5 Series 2013-2017 530d M Sport,2018,85376,Pune,Diesel,Automatic,2993 CC,258 bhp,14.69 kmpl,5,First,,55.9
790,Ford EcoSport 1.5 Petrol Titanium Plus AT,2018,14154,Pune,Petrol,Automatic,1497 CC,121.36 bhp,14.8 kmpl,5,First,13.23 Lakh,20.47
791,Toyota Fortuner 4x2 Manual,2018,64186,Jaipur,Diesel,Manual,2982 CC,168.5 bhp,13.0 kmpl,7,Second,,38.38
792,Toyota Corolla 1.8 J,2010,54004,Kolkata,Petrol,Manual,1798 CC,138 bhp,14.53 kmpl,5,First,,4.75
793,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2017,82261,Pune,Diesel,Automatic,2987 CC,224 bhp,12.0 kmpl,7,First,,80.76
794,Maruti Omni 8 Seater BSIV,2015,53014,Hyderabad,Petrol,Manual,796 CC,35 bhp,14.0 kmpl,5,First,,4.47
795,Tata Indica DLS,2013,84520,Jaipur,Diesel,Manual,1405 CC,null bhp,13.5 kmpl,5,Second,,1.51
796,Chevrolet Aveo 1.6 LT,2008,59855,Pune,Petrol,Manual,1598 CC,102 bhp,14.2 kmpl,5,Third,,2.45
797,Hyundai Santro Xing GLS,2014,38250,Kolkata,Petrol,Manual,1086 CC,62.1 bhp,17.92 kmpl,5,First,,2.82
798,Land Rover Range Rover 2.2L Prestige,2018,35063,Coimbatore,Diesel,Automatic,2179 CC,187.7 bhp,12.7 kmpl,5,First,,105.52
799,Audi A4 35 TDI Premium,2017,61228,Hyderabad,Diesel,Automatic,1968 CC,174.33 bhp,17.11 kmpl,5,First,,47.29
800,Mercedes-Benz A Class A180 Sport,2016,16679,Mumbai,Petrol,Automatic,1595 CC,122 bhp,15.5 kmpl,5,First,34.63 Lakh,35.54
801,Skoda Laura 1.8 TSI Ambiente,2013,31019,Pune,Petrol,Manual,1798 CC,157.8 bhp,13.4 kmpl,5,First,,7.31
802,Mahindra XUV500 W8 2WD,2015,28917,Ahmedabad,Diesel,Manual,2179 CC,140 bhp,15.1 kmpl,7,First,,18.32
803,Mahindra Xylo E4 ABS BS III,2017,208867,Bangalore,Diesel,Manual,2498 CC,112 bhp,11.68 kmpl,7,First,,8.08
804,Honda Civic 2010-2013 1.8 S MT,2014,88347,Mumbai,Petrol,Manual,1799 CC,130.2 bhp,14.8 kmpl,5,Second,,6.87
805,Renault Duster 85PS Diesel RxL Optional,2016,63633,Kochi,Diesel,Manual,1461 CC,83.8 bhp,20.46 kmpl,5,First,,9.85
806,Maruti Swift VXI BSIII,2011,70739,Chennai,Petrol,Manual,1298 CC,88.2 bhp,16.1 kmpl,5,First,,5.97
807,Maruti Swift Ldi BSIII,2013,78422,Pune,Diesel,Manual,1248 CC,75 bhp,17.8 kmpl,5,Fourth & Above,,4.36
808,Fiat Avventura MULTIJET Emotion,2018,18564,Coimbatore,Diesel,Manual,1248 CC,91.72 bhp,20.5 kmpl,5,First,,16.03
809,Nissan Terrano XV 110 PS,2017,56716,Mumbai,Diesel,Manual,1461 CC,108.5 bhp,19.01 kmpl,5,Second,,12.67
810,Maruti Swift VDI,2012,163296,Jaipur,Diesel,Manual,1248 CC,74 bhp,22.9 kmpl,5,Second,,7.88
811,Chevrolet Cruze LTZ AT,2011,72476,Pune,Diesel,Automatic,1991 CC,147.9 bhp,18.1 kmpl,4,Third,,6.96
812,Honda CR-V 2.4 MT,2010,96677,Pune,Petrol,Manual,2354 CC,152 bhp,10.8 kmpl,5,Second,,7.29
813,Maruti Ritz LXI,2017,85931,Hyderabad,Petrol,Manual,1197 CC,85.80 bhp,21.1 kmpl,5,First,,8.26
814,Honda Jazz 1.2 SV i VTEC,2018,44118,Kochi,Petrol,Manual,1199 CC,88.7 bhp,18.7 kmpl,5,First,,12.64
815,Honda Brio V MT,2015,63127,Mumbai,Petrol,Manual,1198 CC,86.8 bhp,19.4 kmpl,5,First,,6.21
816,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,2013,71783,Kolkata,Diesel,Manual,1968 CC,138.1 bhp,19.33 kmpl,5,First,,9.9
817,Volkswagen Polo 1.2 MPI Comfortline,2013,32793,Pune,Petrol,Manual,1199 CC,74 bhp,16.2 kmpl,5,First,,5.26
818,Maruti Swift VDI BSIV,2012,50174,Kolkata,Diesel,Manual,1248 CC,74 bhp,25.2 kmpl,5,First,,5.68
819,Mahindra Xylo D2 BS III,2014,98998,Ahmedabad,Diesel,Manual,2489 CC,93.7 bhp,14.95 kmpl,7,First,,3.9
820,Toyota Innova Crysta 2.4 ZX MT,2019,99466,Coimbatore,Diesel,Manual,2393 CC,147.8 bhp,13.68 kmpl,7,First,26.45 Lakh,35.31
821,Hyundai Grand i10 CRDi Sportz Celebration Edition,2021,36174,Kochi,Diesel,Manual,1120 CC,70 bhp,24.0 kmpl,5,First,,12.65
822,Ford Endeavour 2.5L 4X2,2012,64645,Bangalore,Diesel,Manual,2499 CC,141 bhp,13.1 kmpl,7,Third,,13.01
823,Ford Fiesta 1.6 ZXi ABS,2009,158434,Hyderabad,Petrol,Manual,1596 CC,101 bhp,15.3 kmpl,5,First,,3.28
824,Honda Amaze VX i-DTEC,2016,65750,Kochi,Diesel,Manual,1498 CC,98.6 bhp,25.8 kmpl,5,First,,11.71
825,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,106095,Mumbai,Diesel,Manual,2494 CC,100 bhp,12.99 kmpl,8,First,,16.88
826,Maruti Zen LXI,2007,79020,Hyderabad,Petrol,Manual,993 CC,60 bhp,17.3 kmpl,5,Second,,2.39
827,Hyundai Verna 1.6 SX,2016,69939,Jaipur,Diesel,Manual,1582 CC,126.32 bhp,22.32 kmpl,5,First,,11.55
828,Nissan Sunny 2011-2014 XL,2011,38596,Jaipur,Petrol,Manual,1498 CC,97.7 bhp,16.95 kmpl,5,Second,,5.88
829,Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,60331,Kochi,Diesel,Manual,2494 CC,100 bhp,12.99 kmpl,7,First,,16.86
830,Volkswagen Polo 1.2 MPI Highline,2016,23839,Kolkata,Petrol,Manual,1198 CC,74 bhp,16.47 kmpl,5,First,,7.22
831,Volkswagen Vento Petrol Highline AT,2014,58336,Kochi,Petrol,Automatic,1598 CC,103.6 bhp,14.4 kmpl,5,First,,8.62
832,Maruti Wagon R VXI BS IV,2018,60807,Bangalore,Petrol,Manual,998 CC,67.1 bhp,18.9 kmpl,5,First,,8.33
833,Isuzu MUX 4WD,2019,34096,Jaipur,Diesel,Automatic,2999 CC,174.57 bhp,13.8 kmpl,7,First,33.68 Lakh,41.62
834,Hyundai Accent Executive,2010,57565,Jaipur,Petrol,Manual,1495 CC,93.7 bhp,16.36 kmpl,5,First,,3.86
835,Mahindra XUV500 AT W10 FWD,2021,19963,Delhi,Diesel,Automatic,2179 CC,140 bhp,16.0 kmpl,7,First,,32.83
836,Mahindra XUV500 W10 2WD,2016,77455,Ahmedabad,Diesel,Manual,2179 CC,140 bhp,16.0 kmpl,7,First,,25.25
837,Hyundai Creta 1.6 CRDi SX Option,2017,49185,Mumbai,Diesel,Manual,1582 CC,126.2 bhp,19.67 kmpl,5,Second,,23
838,Maruti Baleno Zeta,2019,32821,Coimbatore,Petrol,Manual,1197 CC,83.1 bhp,21.4 kmpl,5,First,8.71 Lakh,15.3
839,Honda Accord VTi-L (AT),2009,84104,Mumbai,Petrol,Automatic,2354 CC,142 bhp,11.1 kmpl,5,First,,6.09
840,Volkswagen Polo 1.2 MPI Comfortline,2015,44009,Ahmedabad,Petrol,Manual,1198 CC,74 bhp,16.47 kmpl,5,First,,8.6
841,Maruti Ritz VDi,2017,19715,Pune,Diesel,Manual,1248 CC,73.9 bhp,21.1 kmpl,5,First,,9.19
842,Tata Indica V2 DLS,2013,58478,Hyderabad,Diesel,Manual,1396 CC,53.5 bhp,17.2 kmpl,5,First,,6.23
843,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,2021,11474,Kolkata,Diesel,Manual,1198 CC,77 bhp,25.32 kmpl,5,First,,8.89
844,Hyundai Grand i10 1.2 Kappa Sportz,2019,4331,Mumbai,Petrol,Manual,1197 CC,81.86 bhp,18.9 kmpl,5,First,7.14 Lakh,10.44
845,Hyundai Verna SX CRDi AT,2013,114448,Hyderabad,Diesel,Automatic,1582 CC,126.32 bhp,19.08 kmpl,5,First,,11.5
846,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,2018,21436,Kochi,Diesel,Automatic,2987 CC,265 bhp,13.0 kmpl,5,First,,137.45
847,Honda Amaze VX Diesel,2021,12320,Hyderabad,Diesel,Manual,1498 CC,98.6 bhp,27.4 kmpl,5,First,10.34 Lakh,17.77
848,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2017,31714,Coimbatore,Diesel,Automatic,2143 CC,170 bhp,14.84 kmpl,5,First,,69.53
849,Hyundai Grand i10 1.2 Kappa Asta,2020,52801,Kochi,Petrol,Manual,1197 CC,81.86 bhp,18.9 kmpl,5,First,7.48 Lakh,11.37
850,Honda City i VTEC VX Option,2019,13763,Ahmedabad,Petrol,Manual,1497 CC,117.3 bhp,17.4 kmpl,5,First,,24.22
851,Maruti Celerio LXI,2016,53242,Hyderabad,Petrol,Manual,998 CC,67.04 bhp,23.1 kmpl,5,First,,7.68
852,Audi A3 35 TDI Attraction,2015,73795,Chennai,Diesel,Automatic,1968 CC,143 bhp,20.38 kmpl,5,First,,32.51
853,Mahindra KUV 100 mFALCON G80 K6 5str AW,2019,47378,Delhi,Petrol,Manual,1198 CC,82 bhp,18.15 kmpl,5,First,,10.39
854,Maruti Celerio VXI AT,2016,35021,Mumbai,Petrol,Automatic,998 CC,67.04 bhp,23.1 kmpl,5,First,,8.26
855,Honda City 1.5 V MT,2012,80345,Delhi,Petrol,Manual,1497 CC,118 bhp,17.0 kmpl,5,First,,7.39
856,Nissan Teana XV,2015,79973,Mumbai,Petrol,Automatic,2496 CC,179.5 bhp,11.07 kmpl,5,Second,,17.33
857,Tata Zest Quadrajet 1.3,2018,52577,Kochi,Diesel,Manual,1248 CC,88.8 bhp,23.0 kmpl,5,First,,10.15
858,Mercedes-Benz E-Class E350 CDI,2014,62635,Delhi,Diesel,Automatic,2987 CC,261.5 bhp,13.0 kmpl,5,First,,56.31
859,Nissan Micra Diesel XV,2015,82704,Jaipur,Diesel,Manual,1461 CC,63.1 bhp,23.08 kmpl,5,First,,6.65
860,Ford Endeavour 3.2 Titanium AT 4X4,2017,40369,Delhi,Diesel,Automatic,3198 CC,197 bhp,10.91 kmpl,7,First,,62.79
861,Maruti Alto VXi,2015,11501,Bangalore,Petrol,Manual,796 CC,47 bhp,18.9 kmpl,5,Third,,6.12
862,Maruti Wagon R VXI BS IV,2015,62115,Jaipur,Petrol,Manual,998 CC,67.04 bhp,20.51 kmpl,5,Second,,5.5
863,Mercedes-Benz B Class B200 CDI,2020,46319,Coimbatore,Diesel,Automatic,2143 CC,107.3 bhp,15.0 kmpl,5,First,,44.49
864,Volkswagen Jetta 2007-2011 1.9 Highline TDI,2011,66631,Bangalore,Diesel,Automatic,1896 CC,105 bhp,15.5 kmpl,5,First,,10.02
865,Audi A4 35 TDI Premium,2019,55066,Hyderabad,Diesel,Automatic,1968 CC,174.33 bhp,17.11 kmpl,5,First,,51.76
866,Honda City i-VTEC V,2014,58662,Delhi,Petrol,Manual,1497 CC,117.3 bhp,17.4 kmpl,5,Second,11.85 Lakh,10.72
867,Renault Scala Diesel RxL,2017,38450,Kolkata,Diesel,Manual,1461 CC,84.8 bhp,21.64 kmpl,5,First,,8.2
868,Renault Duster 110PS Diesel RxZ AMT,2018,42679,Coimbatore,Diesel,Automatic,1461 CC,108.45 bhp,19.6 kmpl,5,First,15.05 Lakh,24.54
869,BMW 3 Series 320d Luxury Line,2021,78348,Delhi,Diesel,Automatic,1995 CC,190 bhp,22.69 kmpl,5,First,52.46 Lakh,13.95
870,Skoda Yeti Ambition 4WD,2013,100937,Pune,Diesel,Manual,1968 CC,138.08 bhp,17.67 kmpl,5,First,,12.42
871,Mercedes-Benz M-Class ML 250 CDI,2018,67371,Jaipur,Diesel,Automatic,2143 CC,203.2 bhp,15.26 kmpl,5,First,,57.86
872,BMW X6 xDrive30d,2015,41310,Coimbatore,Diesel,Automatic,2993 CC,241 bhp,11.2 kmpl,4,First,,86.67
873,Hyundai i10 Magna(O) with Sun Roof,2010,62592,Pune,Petrol,Manual,1086 CC,66.7 bhp,16.0 kmpl,5,Second,,4.04
874,Maruti Swift VDI BSIV,2015,73717,Hyderabad,Diesel,Manual,1248 CC,null bhp,17.8 kmpl,5,First,,10.35
875,Land Rover Range Rover 2.2L Pure,2016,87125,Coimbatore,Diesel,Automatic,2179 CC,187.7 bhp,12.7 kmpl,5,First,,58.11
876,Maruti Swift VDI,2018,35483,Kochi,Diesel,Manual,1248 CC,74 bhp,22.9 kmpl,5,First,,10.91
877,Hyundai Verna 1.6 SX VTVT (O),2016,32911,Kolkata,Petrol,Manual,1591 CC,121.3 bhp,17.1 kmpl,5,First,,8.64
878,Hyundai Verna 1.6 SX CRDi (O),2015,52542,Hyderabad,Diesel,Manual,1582 CC,126.32 bhp,22.32 kmpl,5,First,,13.47
879,BMW 3 Series 320d,2015,26033,Mumbai,Diesel,Automatic,1995 CC,190 bhp,22.69 kmpl,5,First,47.87 Lakh,35.08
880,Ford Ecosport 1.5 DV5 MT Titanium Optional,2019,76296,Kochi,Diesel,Manual,1498 CC,89.84 bhp,22.7 kmpl,5,First,,15.38
881,BMW 3 Series 328i Sport Line,2017,46113,Pune,Petrol,Automatic,1997 CC,245 bhp,14.59 kmpl,5,First,,40.31
882,Audi A6 2011-2015 2.0 TDI Technology,2017,29837,Kochi,Diesel,Automatic,1968 CC,174.33 bhp,17.68 kmpl,5,First,,54.34
883,Maruti Alto 800 2016-2019 LXI,2017,25548,Kolkata,Petrol,Manual,796 CC,47.3 bhp,24.7 kmpl,5,First,,4.1
884,BMW 5 Series 525d Sedan,2015,34701,Mumbai,Diesel,Automatic,2993 CC,218 bhp,16.73 kmpl,5,First,,44.55
885,Hyundai Santro Xing XO eRLX Euro II,2009,75690,Mumbai,Petrol,Manual,1086 CC,null bhp,17.0 kmpl,5,Third,,1.84
886,Maruti Alto 800 2016-2019 CNG LXI,2019,11543,Mumbai,CNG,Manual,796 CC,40.3 bhp,33.44 km/kg,4,First,,7.35
887,Volkswagen Passat Diesel Highline 2.0 TDI,2013,83315,Hyderabad,Diesel,Automatic,1968 CC,167.7 bhp,18.33 kmpl,5,First,,14.92
888,Maruti Swift Dzire ZXi,2011,60054,Mumbai,Petrol,Manual,1298 CC,85.8 bhp,17.5 kmpl,5,First,,5.02
889,Honda City i DTEC VX,2018,33950,Kolkata,Diesel,Manual,1498 CC,98.6 bhp,25.1 kmpl,5,First,,9.64
890,Hyundai EON D Lite Plus,2018,30461,Kochi,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,7.05
891,Mahindra XUV500 W4,2019,34021,Mumbai,Diesel,Manual,2179 CC,140 bhp,16.0 kmpl,7,First,,18.86
892,Maruti Wagon R LXI BS IV,2011,72192,Mumbai,Petrol,Manual,998 CC,67.1 bhp,18.9 kmpl,5,First,,4.33
893,Maruti Alto 800 2016-2019 VXI,2021,229,Mumbai,Petrol,Manual,796 CC,47.3 bhp,24.7 kmpl,5,First,,7.02
894,Land Rover Freelander 2 TD4 SE,2014,76571,Pune,Diesel,Automatic,2179 CC,115 bhp,0.0 kmpl,5,Second,,36.22
895,Volkswagen Polo 1.5 TDI Highline,2017,74143,Hyderabad,Diesel,Manual,1498 CC,88.8 bhp,20.14 kmpl,5,First,,11.95
896,Hyundai Sonata Transform 2.4 GDi MT,2014,12147,Mumbai,Petrol,Manual,2359 CC,198.25 bhp,13.44 kmpl,5,First,,25.87
897,Maruti Swift VDI,2020,29721,Pune,Diesel,Manual,1248 CC,74 bhp,28.4 kmpl,5,First,,12.55
898,Honda CR-V RVi MT,2008,102045,Jaipur,Petrol,Manual,1997 CC,141.1 bhp,13.1 kmpl,5,Second,,13.59
899,Hyundai Xcent 1.2 Kappa S,2017,47862,Coimbatore,Petrol,Manual,1197 CC,82 bhp,19.1 kmpl,5,First,,11.68
900,Mahindra Scorpio VLX,2012,54960,Delhi,Diesel,Manual,2179 CC,120 bhp,12.05 kmpl,8,First,,9.69
901,Honda Amaze S i-Vtech,2016,65773,Kochi,Petrol,Manual,1198 CC,86.7 bhp,18.0 kmpl,5,First,,8.53
902,Maruti Swift Dzire 1.2 Lxi BSIV,2011,15470,Mumbai,Petrol,Manual,1197 CC,85.8 bhp,17.5 kmpl,5,Second,,6.15
903,Ford Endeavour 3.2 Trend AT 4X4,2019,46507,Chennai,Diesel,Automatic,3198 CC,197.2 bhp,10.91 kmpl,7,First,,53.53
904,Maruti Swift Dzire ZDI,2019,13460,Kolkata,Diesel,Manual,1248 CC,74 bhp,26.59 kmpl,5,First,,14.55
905,Nissan Micra Diesel XV,2014,122651,Hyderabad,Diesel,Manual,1461 CC,63.1 bhp,23.08 kmpl,5,First,,6.77
906,Hyundai Sonata Embera 2.0L CRDi AT,2011,96909,Hyderabad,Diesel,Automatic,1991 CC,142 bhp,11.4 kmpl,5,First,,10.17
907,Skoda Octavia Style Plus 2.0 TDI AT,2018,52970,Delhi,Diesel,Automatic,1968 CC,141 bhp,19.3 kmpl,5,First,,32.3
908,Chevrolet Optra 1.6 Elite,2005,153087,Pune,Petrol,Manual,1598 CC,null bhp,14.7 kmpl,5,First,,3.08
909,Toyota Corolla H5,2009,73742,Mumbai,Petrol,Manual,1794 CC,125 bhp,13.4 kmpl,5,Third,,4.27
910,Ford Figo Diesel ZXI,2017,89214,Coimbatore,Diesel,Manual,1399 CC,68 bhp,20.0 kmpl,5,First,,7.22
911,Volkswagen Ameo 1.2 MPI Highline,2020,13587,Kochi,Petrol,Manual,1198 CC,73.75 bhp,17.0 kmpl,5,First,8.38 Lakh,13.72
912,Mercedes-Benz E-Class 280 CDI,2007,117939,Mumbai,Diesel,Automatic,2987 CC,198.5 bhp,11.0 kmpl,5,First,,21.12
913,Mercedes-Benz A Class A180 Sport,2018,11956,Pune,Petrol,Automatic,1595 CC,120.7 bhp,15.5 kmpl,5,First,,32.95
914,Maruti Esteem LX BSII,2004,55563,Jaipur,Petrol,Manual,1298 CC,null bhp,15.9 kmpl,5,Third,,1.43
915,Maruti Swift VDI,2016,32986,Chennai,Diesel,Manual,1248 CC,74 bhp,22.9 kmpl,5,First,,10.61
916,Hyundai Accent GLS 1.6,2005,43557,Jaipur,Petrol,Manual,1599 CC,94 bhp,14.4 kmpl,5,Second,,2.41
917,Ford Endeavour 2.2 Trend AT 4X2,2019,69065,Pune,Diesel,Automatic,2198 CC,158 bhp,12.62 kmpl,7,First,,47.28
918,Maruti Swift Dzire VXi,2009,67684,Bangalore,Petrol,Manual,1298 CC,85.8 bhp,17.5 kmpl,5,Second,,6.45
919,Maruti Alto LXi,2010,18039,Kolkata,Petrol,Manual,796 CC,46.3 bhp,19.7 kmpl,5,Second,,2.49
920,Maruti Swift Dzire LDi,2010,85888,Jaipur,Diesel,Manual,1248 CC,73.9 bhp,19.3 kmpl,5,Second,,4.39
921,Hyundai Verna SX CRDi AT,2016,70305,Mumbai,Diesel,Automatic,1582 CC,126.32 bhp,19.08 kmpl,5,Second,,10.95
922,Hyundai i20 Asta,2011,26362,Mumbai,Petrol,Manual,1197 CC,80 bhp,17.0 kmpl,5,First,,5.14
923,Hyundai i20 1.2 Asta Option,2020,11705,Kolkata,Petrol,Manual,1197 CC,81.83 bhp,18.6 kmpl,5,First,,12.51
924,Audi TT 2.0 TFSI,2014,13185,Kochi,Petrol,Automatic,1984 CC,207.8 bhp,9.9 kmpl,2,First,,56.29
925,Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,2019,11739,Mumbai,Petrol,Automatic,1999 CC,152.88 bhp,12.95 kmpl,5,First,25.75 Lakh,34.61
926,Honda Mobilio RS Option i DTEC,2016,65408,Kochi,Diesel,Manual,1498 CC,98.6 bhp,24.5 kmpl,7,First,,12.23
927,Volkswagen Polo 1.5 TDI Highline,2020,39894,Coimbatore,Diesel,Manual,1498 CC,88.8 bhp,20.14 kmpl,5,First,,15.66
928,Maruti Swift Dzire VDI,2019,26521,Ahmedabad,Diesel,Manual,1248 CC,74 bhp,26.59 kmpl,5,First,,14.55
929,Honda City 1.5 V MT,2011,129333,Chennai,Petrol,Manual,1497 CC,118 bhp,17.0 kmpl,5,Second,,6.62
930,Honda Civic 2006-2010 1.8 S MT,2009,75675,Hyderabad,Petrol,Manual,1799 CC,130 bhp,13.5 kmpl,5,First,,8.1
931,Hyundai Verna 1.6 SX,2017,36433,Kolkata,Diesel,Manual,1582 CC,126.32 bhp,22.32 kmpl,5,First,,9.89
932,Honda Amaze S Diesel,2013,49384,Kolkata,Diesel,Manual,1498 CC,98.6 bhp,27.4 kmpl,5,First,8.54 Lakh,6.63
933,Fiat Punto EVO 1.2 Emotion,2013,78060,Chennai,Petrol,Manual,1172 CC,67 bhp,15.7 kmpl,5,First,,4.46
934,Nissan Micra XV Primo,2011,39165,Kolkata,Petrol,Manual,1198 CC,75 bhp,18.06 kmpl,5,First,,4.32
935,Skoda Rapid 1.5 TDI Ambition,2020,5869,Coimbatore,Diesel,Manual,1498 CC,108.4 bhp,21.13 kmpl,5,First,14.22 Lakh,23.24
936,Volkswagen Vento Magnific 1.6 Comfortline,2015,48210,Mumbai,Petrol,Manual,1598 CC,103.2 bhp,15.04 kmpl,5,First,,8.67
937,Audi A4 2.0 TDI,2015,80650,Bangalore,Diesel,Automatic,1968 CC,147.51 bhp,16.55 kmpl,5,Second,,36.66
938,Maruti Swift Dzire ZXi,2012,49555,Ahmedabad,Petrol,Manual,1298 CC,85.8 bhp,17.5 kmpl,5,First,,8.45
939,Mahindra XUV500 W8 2WD,2016,58063,Delhi,Diesel,Manual,2179 CC,140 bhp,15.1 kmpl,7,First,,16.19
940,Ford Ikon 1.3 Flair,2007,93643,Chennai,Petrol,Manual,1299 CC,70 bhp,13.8 kmpl,5,Second,,2.7
941,Hyundai Grand i10 1.2 CRDi Magna,2021,14890,Kolkata,Diesel,Manual,1186 CC,73.97 bhp,24.0 kmpl,5,First,7.46 Lakh,9.17
942,Ford Ikon 1.3 Flair,2011,65250,Kochi,Petrol,Manual,1299 CC,70 bhp,13.8 kmpl,5,First,,3.4
943,Ford Aspire Titanium Plus Diesel,2019,2606,Kolkata,Diesel,Manual,1498 CC,99 bhp,26.1 kmpl,5,First,9.4 Lakh,16.57
944,Mahindra Bolero ZLX,2018,65840,Coimbatore,Diesel,Manual,2523 CC,62.1 bhp,15.96 kmpl,7,First,11.28 Lakh,17.52
945,Hyundai EON D Lite Plus,2017,18645,Ahmedabad,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,5.37
946,Hyundai i10 Sportz 1.1L,2018,6600,Kolkata,Petrol,Manual,1086 CC,68.05 bhp,19.81 kmpl,5,First,,7.14
947,Ford Endeavour 3.2 Titanium AT 4X4,2019,31978,Mumbai,Diesel,Automatic,3198 CC,197 bhp,10.91 kmpl,7,First,,60.2
948,Mercedes-Benz New C-Class 220 CDI AT,2013,42582,Delhi,Diesel,Automatic,2143 CC,170 bhp,14.84 kmpl,5,First,,27.98
949,Hyundai i10 Sportz AT,2015,29560,Coimbatore,Petrol,Automatic,1197 CC,78.9 bhp,16.95 kmpl,5,First,,7.85
950,Tata Indigo CS Emax CNG GLX,2017,73517,Chennai,CNG,Manual,1193 CC,55.23 bhp,24.6 km/kg,5,First,,6.33
951,Honda City i VTEC SV,2016,52296,Delhi,Petrol,Manual,1497 CC,117.3 bhp,17.8 kmpl,5,First,,12.02
952,Tata Indigo eCS LX BSIV,2012,112887,Chennai,Diesel,Manual,1396 CC,69 bhp,23.03 kmpl,5,First,,4.65
953,Ford Figo 2015-2019 1.5P Titanium AT,2019,15207,Mumbai,Petrol,Automatic,1499 CC,110.4 bhp,17.01 kmpl,5,First,,11.78
954,Land Rover Freelander 2 TD4 S,2011,127559,Bangalore,Diesel,Automatic,2179 CC,115 bhp,0.0 kmpl,5,Second,,23
955,Honda City i VTEC SV,2020,40289,Kochi,Petrol,Manual,1497 CC,117.3 bhp,17.8 kmpl,5,First,,15.58
